행정구역별(읍면동),연령별,2010
서원동,55~59세,1291
서원동,60~64세,1093
서원동,65~69세,948
서원동,70~74세,612
서원동,75~79세,272
서원동,80~84세,122
서원동,85세 이상,90
신원동,0~4세,613
신원동,5~9세,617
신원동,10~14세,858
신원동,15~19세,1032
신원동,20~24세,1335
신원동,25~29세,2552
신원동,30~34세,2132
신원동,35~39세,1678
신원동,40~44세,1358
신원동,45~49세,1298
신원동,50~54세,1433
신원동,55~59세,1145
신원동,60~64세,994
신원동,65~69세,873
신원동,70~74세,604
신원동,75~79세,288
신원동,80~84세,135
신원동,85세 이상,86
서림동,0~4세,608
서림동,5~9세,544
서림동,10~14세,784
서림동,15~19세,1132
서림동,20~24세,3121
서림동,25~29세,4602
서림동,30~34세,2951
서림동,35~39세,1874
서림동,40~44세,1409
서림동,45~49세,1341
서림동,50~54세,1461
서림동,55~59세,1337
서림동,60~64세,1091
서림동,65~69세,831
서림동,70~74세,561
서림동,75~79세,327
서림동,80~84세,177
서림동,85세 이상,92
신사동,0~4세,830
신사동,5~9세,844
신사동,10~14세,1312
신사동,15~19세,1423
신사동,20~24세,1693
신사동,25~29세,3227
신사동,30~34세,2715
신사동,35~39세,2280
신사동,40~44세,2105
신사동,45~49세,1869
신사동,50~54세,1773
신사동,55~59세,1300
신사동,60~64세,1085
신사동,65~69세,888
신사동,70~74세,559
신사동,75~79세,331
신사동,80~84세,159
신사동,85세 이상,101
신림동,0~4세,397
신림동,5~9세,285
신림동,10~14세,337
신림동,15~19세,870
신림동,20~24세,3492
신림동,25~29세,4252
신림동,30~34세,2671
신림동,35~39세,1557
신림동,40~44세,906
신림동,45~49세,751
신림동,50~54세,783
신림동,55~59세,701
신림동,60~64세,664
신림동,65~69세,517
신림동,70~74세,327
신림동,75~79세,177
신림동,80~84세,86
신림동,85세 이상,52
난향동,0~4세,1216
난향동,5~9세,1009
난향동,10~14세,882
난향동,15~19세,780
난향동,20~24세,783
난향동,25~29세,1291
난향동,30~34세,1865
난향동,35~39세,2066
난향동,40~44세,1431
난향동,45~49세,1191
난향동,50~54세,1205
난향동,55~59세,1058
난향동,60~64세,907
난향동,65~69세,678
난향동,70~74세,430
난향동,75~79세,243
난향동,80~84세,110
난향동,85세 이상,75
조원동,0~4세,566
조원동,5~9세,580
조원동,10~14세,683
조원동,15~19세,792
조원동,20~24세,1075
조원동,25~29세,2046
조원동,30~34세,1782
조원동,35~39세,1399
조원동,40~44세,1188
조원동,45~49세,1225
조원동,50~54세,1286
조원동,55~59세,1110
조원동,60~64세,849
조원동,65~69세,682
조원동,70~74세,489
조원동,75~79세,244
조원동,80~84세,132
조원동,85세 이상,68
대학동,0~4세,472
대학동,5~9세,436
대학동,10~14세,646
대학동,15~19세,1028
대학동,20~24세,3616
대학동,25~29세,5476
대학동,30~34세,3502
대학동,35~39세,2294
대학동,40~44세,1490
대학동,45~49세,1297
대학동,50~54세,1384
대학동,55~59세,1050
대학동,60~64세,886
대학동,65~69세,711
대학동,70~74세,499
대학동,75~79세,264
대학동,80~84세,116
대학동,85세 이상,80
은천동,0~4세,1850
은천동,5~9세,1595
은천동,10~14세,1628
은천동,15~19세,1821
은천동,20~24세,2144
은천동,25~29세,3544
은천동,30~34세,3798
은천동,35~39세,3630
은천동,40~44세,2642
은천동,45~49세,2344
은천동,50~54세,2554
은천동,55~59세,2197
은천동,60~64세,1873
은천동,65~69세,1386
은천동,70~74세,1007
은천동,75~79세,523
은천동,80~84세,258
은천동,85세 이상,151
성현동,0~4세,1717
성현동,5~9세,1902
성현동,10~14세,2161
성현동,15~19세,1764
성현동,20~24세,1788
성현동,25~29세,2604
성현동,30~34세,3109
성현동,35~39세,3506
성현동,40~44세,2957
성현동,45~49세,2517
성현동,50~54세,2468
성현동,55~59세,2079
성현동,60~64세,1811
성현동,65~69세,1440
성현동,70~74세,1027
성현동,75~79세,573
성현동,80~84세,306
성현동,85세 이상,144
청룡동,0~4세,935
청룡동,5~9세,940
청룡동,10~14세,1140
청룡동,15~19세,1625
청룡동,20~24세,3430
청룡동,25~29세,5376
청룡동,30~34세,3723
청룡동,35~39세,2703
청룡동,40~44세,1995
청룡동,45~49세,1871
청룡동,50~54세,1994
청룡동,55~59세,1721
청룡동,60~64세,1550
청룡동,65~69세,1244
청룡동,70~74세,818
청룡동,75~79세,406
청룡동,80~84세,179
청룡동,85세 이상,136
난곡동,0~4세,1149
난곡동,5~9세,1209
난곡동,10~14세,1633
난곡동,15~19세,2236
난곡동,20~24세,1878
난곡동,25~29세,2451
난곡동,30~34세,2512
난곡동,35~39세,2537
난곡동,40~44세,2443
난곡동,45~49세,2507
난곡동,50~54세,2405
난곡동,55~59세,1829
난곡동,60~64세,1670
난곡동,65~69세,1359
난곡동,70~74세,906
난곡동,75~79세,496
난곡동,80~84세,267
난곡동,85세 이상,158
삼성동,0~4세,961
삼성동,5~9세,1095
삼성동,10~14세,1478
삼성동,15~19세,1755
삼성동,20~24세,1620
삼성동,25~29세,2243
삼성동,30~34세,2221
삼성동,35~39세,2391
삼성동,40~44세,2199
삼성동,45~49세,2305
삼성동,50~54세,2424
삼성동,55~59세,1933
삼성동,60~64세,1793
삼성동,65~69세,1439
삼성동,70~74세,1059
삼성동,75~79세,585
삼성동,80~84세,361
삼성동,85세 이상,169
미성동,0~4세,1258
미성동,5~9세,1319
미성동,10~14세,1883
미성동,15~19세,2215
미성동,20~24세,2058
미성동,25~29세,3025
미성동,30~34세,2852
미성동,35~39세,2783
미성동,40~44세,2578
미성동,45~49세,2836
미성동,50~54세,2821
미성동,55~59세,2399
미성동,60~64세,1975
미성동,65~69세,1296
미성동,70~74세,813
미성동,75~79세,445
미성동,80~84세,275
미성동,85세 이상,192
서초구,0~4세,15963
서초구,5~9세,17258
서초구,10~14세,23683
서초구,15~19세,25872
서초구,20~24세,26650
서초구,25~29세,35052
서초구,30~34세,35041
서초구,35~39세,34400
서초구,40~44세,33762
서초구,45~49세,31888
서초구,50~54세,31286
서초구,55~59세,24960
서초구,60~64세,19675
서초구,65~69세,13540
서초구,70~74세,8551
서초구,75~79세,5172
서초구,80~84세,3228
서초구,85세 이상,2239
서초1동,0~4세,861
서초1동,5~9세,815
서초1동,10~14세,830
서초1동,15~19세,1337
서초1동,20~24세,1817
서초1동,25~29세,1971
서초1동,30~34세,1923
서초1동,35~39세,1781
서초1동,40~44세,1468
서초1동,45~49세,1361
서초1동,50~54세,1508
서초1동,55~59세,1275
서초1동,60~64세,993
서초1동,65~69세,657
서초1동,70~74세,376
서초1동,75~79세,241
서초1동,80~84세,175
서초1동,85세 이상,119
서초2동,0~4세,1023
서초2동,5~9세,964
서초2동,10~14세,1234
서초2동,15~19세,1259
서초2동,20~24세,1570
서초2동,25~29세,2199
서초2동,30~34세,2265
서초2동,35~39세,2120
서초2동,40~44세,1808
서초2동,45~49세,1632
서초2동,50~54세,1721
서초2동,55~59세,1391
서초2동,60~64세,1127
서초2동,65~69세,717
서초2동,70~74세,387
서초2동,75~79세,257
서초2동,80~84세,160
서초2동,85세 이상,128
서초3동,0~4세,891
서초3동,5~9세,866
서초3동,10~14세,1400
서초3동,15~19세,2035
서초3동,20~24세,2145
서초3동,25~29세,2632
서초3동,30~34세,2278
서초3동,35~39세,2110
서초3동,40~44세,1996
서초3동,45~49세,2422
서초3동,50~54세,2403
서초3동,55~59세,1933
서초3동,60~64세,1642
서초3동,65~69세,1075
서초3동,70~74세,690
서초3동,75~79세,365
서초3동,80~84세,242
서초3동,85세 이상,173
서초4동,0~4세,1264
서초4동,5~9세,1797
서초4동,10~14세,2126
서초4동,15~19세,1761
서초4동,20~24세,1765
서초4동,25~29세,2276
서초4동,30~34세,2099
서초4동,35~39세,2646
서초4동,40~44세,2831
서초4동,45~49세,2467
서초4동,50~54세,2363
서초4동,55~59세,1938
서초4동,60~64세,1488
서초4동,65~69세,976
서초4동,70~74세,589
서초4동,75~79세,330
서초4동,80~84세,221
서초4동,85세 이상,135
잠원동,0~4세,1436
잠원동,5~9세,1689
잠원동,10~14세,2363
잠원동,15~19세,2178
잠원동,20~24세,2373
잠원동,25~29세,3121
잠원동,30~34세,3220
잠원동,35~39세,3439
잠원동,40~44세,3570
잠원동,45~49세,2922
잠원동,50~54세,2592
잠원동,55~59세,1866
잠원동,60~64세,1295
잠원동,65~69세,847
잠원동,70~74세,641
잠원동,75~79세,447
잠원동,80~84세,307
잠원동,85세 이상,179
반포본동,0~4세,315
반포본동,5~9세,589
반포본동,10~14세,1176
반포본동,15~19세,1094
반포본동,20~24세,535
반포본동,25~29세,550
반포본동,30~34세,562
반포본동,35~39세,874
반포본동,40~44세,1348
반포본동,45~49세,1253
반포본동,50~54세,864
반포본동,55~59세,625
반포본동,60~64세,614
반포본동,65~69세,533
반포본동,70~74세,355
반포본동,75~79세,194
반포본동,80~84세,80
반포본동,85세 이상,66
반포1동,0~4세,1182
반포1동,5~9세,1147
반포1동,10~14세,1510
반포1동,15~19세,1473
반포1동,20~24세,2300
반포1동,25~29세,3768
반포1동,30~34세,3156
반포1동,35~39세,2645
반포1동,40~44세,2270
반포1동,45~49세,1990
반포1동,50~54세,1974
반포1동,55~59세,1633
반포1동,60~64세,1173
반포1동,65~69세,794
반포1동,70~74세,428
반포1동,75~79세,243
반포1동,80~84세,183
반포1동,85세 이상,111
반포2동,0~4세,885
반포2동,5~9세,1129
반포2동,10~14세,1685
반포2동,15~19세,1502
반포2동,20~24세,1145
반포2동,25~29세,1173
반포2동,30~34세,1376
반포2동,35~39세,1760
반포2동,40~44세,2040
반포2동,45~49세,1878
반포2동,50~54세,1563
반포2동,55~59세,1159
반포2동,60~64세,1029
반포2동,65~69세,739
반포2동,70~74세,434
반포2동,75~79세,213
반포2동,80~84세,133
반포2동,85세 이상,108
반포3동,0~4세,1088
반포3동,5~9세,1321
반포3동,10~14세,1732
반포3동,15~19세,1516
반포3동,20~24세,1171
반포3동,25~29세,1474
반포3동,30~34세,1833
반포3동,35~39세,2202
반포3동,40~44세,2341
반포3동,45~49세,1930
반포3동,50~54세,1672
반포3동,55~59세,1294
반포3동,60~64세,924
반포3동,65~69세,685
반포3동,70~74세,456
반포3동,75~79세,331
반포3동,80~84세,210
반포3동,85세 이상,115
반포4동,0~4세,931
반포4동,5~9세,959
반포4동,10~14세,1163
반포4동,15~19세,1234
반포4동,20~24세,1279
반포4동,25~29세,1480
반포4동,30~34세,1587
반포4동,35~39세,1784
반포4동,40~44세,1653
반포4동,45~49세,1575
반포4동,50~54세,1576
반포4동,55~59세,1334
반포4동,60~64세,975
반포4동,65~69세,595
반포4동,70~74세,396
반포4동,75~79세,264
반포4동,80~84세,149
반포4동,85세 이상,107
방배본동,0~4세,644
방배본동,5~9세,962
방배본동,10~14세,1402
방배본동,15~19세,1486
방배본동,20~24세,1071
방배본동,25~29세,1374
방배본동,30~34세,1393
방배본동,35~39세,1543
방배본동,40~44세,1921
방배본동,45~49세,1770
방배본동,50~54세,1560
방배본동,55~59세,1114
방배본동,60~64세,899
방배본동,65~69세,694
방배본동,70~74세,522
방배본동,75~79세,326
방배본동,80~84세,193
방배본동,85세 이상,126
방배1동,0~4세,568
방배1동,5~9세,529
방배1동,10~14세,784
방배1동,15~19세,1022
방배1동,20~24세,1048
방배1동,25~29세,1536
방배1동,30~34세,1659
방배1동,35~39세,1286
방배1동,40~44세,1091
방배1동,45~49세,1163
방배1동,50~54세,1234
방배1동,55~59세,1115
방배1동,60~64세,894
방배1동,65~69세,624
방배1동,70~74세,379
방배1동,75~79세,207
방배1동,80~84세,120
방배1동,85세 이상,101
방배2동,0~4세,874
방배2동,5~9세,808
방배2동,10~14세,1301
방배2동,15~19세,1699
방배2동,20~24세,1788
방배2동,25~29세,2460
방배2동,30~34세,2281
방배2동,35~39세,1844
방배2동,40~44세,1785
방배2동,45~49세,1926
방배2동,50~54세,2185
방배2동,55~59세,1757
방배2동,60~64세,1428
방배2동,65~69세,996
방배2동,70~74세,600
방배2동,75~79세,354
방배2동,80~84세,190
방배2동,85세 이상,143
방배3동,0~4세,850
방배3동,5~9세,795
방배3동,10~14세,1209
방배3동,15~19세,1937
방배3동,20~24세,2060
방배3동,25~29세,2028
방배3동,30~34세,1861
방배3동,35~39세,1662
방배3동,40~44세,1719
방배3동,45~49세,2061
방배3동,50~54세,2391
방배3동,55~59세,1799
방배3동,60~64세,1390
방배3동,65~69세,885
방배3동,70~74세,566
방배3동,75~79세,344
방배3동,80~84세,224
방배3동,85세 이상,183
방배4동,0~4세,877
방배4동,5~9세,911
방배4동,10~14세,1535
방배4동,15~19세,1709
방배4동,20~24세,1501
방배4동,25~29세,1884
방배4동,30~34세,2078
방배4동,35~39세,2000
방배4동,40~44세,2059
방배4동,45~49세,2026
방배4동,50~54세,1801
방배4동,55~59세,1345
방배4동,60~64세,1171
방배4동,65~69세,874
방배4동,70~74세,586
방배4동,75~79세,311
방배4동,80~84세,185
방배4동,85세 이상,119
양재1동,0~4세,1045
양재1동,5~9세,875
양재1동,10~14세,1045
양재1동,15~19세,1241
양재1동,20~24세,1506
양재1동,25~29세,2525
양재1동,30~34세,2597
양재1동,35~39세,2090
양재1동,40~44세,1736
양재1동,45~49세,1696
양재1동,50~54세,1929
양재1동,55~59세,1780
양재1동,60~64세,1402
양재1동,65~69세,930
양재1동,70~74세,590
양재1동,75~79세,417
양재1동,80~84세,245
양재1동,85세 이상,191
양재2동,0~4세,1083
양재2동,5~9세,965
양재2동,10~14세,971
양재2동,15~19세,1128
양재2동,20~24세,1270
양재2동,25~29세,2191
양재2동,30~34세,2530
양재2동,35~39세,2295
양재2동,40~44세,1821
양재2동,45~49세,1485
양재2동,50~54세,1512
양재2동,55~59세,1196
양재2동,60~64세,881
양재2동,65~69세,661
양재2동,70~74세,365
양재2동,75~79세,206
양재2동,80~84세,135
양재2동,85세 이상,94
내곡동,0~4세,146
내곡동,5~9세,137
내곡동,10~14세,217
내곡동,15~19세,261
내곡동,20~24세,306
내곡동,25~29세,410
내곡동,30~34세,343
내곡동,35~39세,319
내곡동,40~44세,305
내곡동,45~49세,331
내곡동,50~54세,438
내곡동,55~59세,406
내곡동,60~64세,350
내곡동,65~69세,258
내곡동,70~74세,191
내곡동,75~79세,122
내곡동,80~84세,76
내곡동,85세 이상,41
강남구,0~4세,17262
강남구,5~9세,18773
강남구,10~14세,31933
강남구,15~19세,39985
강남구,20~24세,38355
강남구,25~29세,53824
강남구,30~34세,49779
강남구,35~39세,41805
강남구,40~44세,44603
강남구,45~49세,47254
강남구,50~54세,42625
강남구,55~59세,31948
강남구,60~64세,24419
강남구,65~69세,16133
강남구,70~74세,10214
강남구,75~79세,6204
강남구,80~84세,4067
강남구,85세 이상,3015
신사동,0~4세,627
신사동,5~9세,659
신사동,10~14세,891
신사동,15~19세,1212
신사동,20~24세,1307
신사동,25~29세,1985
신사동,30~34세,1819
신사동,35~39세,1674
신사동,40~44세,1434
신사동,45~49세,1449
신사동,50~54세,1334
신사동,55~59세,1050
신사동,60~64세,1027
신사동,65~69세,723
신사동,70~74세,571
신사동,75~79세,325
신사동,80~84세,202
신사동,85세 이상,130
논현1동,0~4세,636
논현1동,5~9세,443
논현1동,10~14세,593
논현1동,15~19세,976
논현1동,20~24세,2544
논현1동,25~29세,4982
논현1동,30~34세,3991
논현1동,35~39세,2398
논현1동,40~44세,1597
논현1동,45~49세,1309
논현1동,50~54세,1474
논현1동,55~59세,1143
논현1동,60~64세,919
논현1동,65~69세,668
논현1동,70~74세,481
논현1동,75~79세,232
논현1동,80~84세,136
논현1동,85세 이상,97
논현2동,0~4세,733
논현2동,5~9세,611
논현2동,10~14세,777
논현2동,15~19세,1000
논현2동,20~24세,1701
논현2동,25~29세,3161
논현2동,30~34세,3082
논현2동,35~39세,2320
논현2동,40~44세,1611
논현2동,45~49세,1372
논현2동,50~54세,1405
논현2동,55~59세,1306
논현2동,60~64세,1202
논현2동,65~69세,775
논현2동,70~74세,438
논현2동,75~79세,255
논현2동,80~84세,134
논현2동,85세 이상,126
삼성1동,0~4세,480
삼성1동,5~9세,434
삼성1동,10~14세,779
삼성1동,15~19세,1220
삼성1동,20~24세,1014
삼성1동,25~29세,1373
삼성1동,30~34세,1229
삼성1동,35~39세,1009
삼성1동,40~44세,1144
삼성1동,45~49세,1363
삼성1동,50~54세,1328
삼성1동,55~59세,994
삼성1동,60~64세,805
삼성1동,65~69세,548
삼성1동,70~74세,338
삼성1동,75~79세,146
삼성1동,80~84세,117
삼성1동,85세 이상,86
삼성2동,0~4세,1446
삼성2동,5~9세,1198
삼성2동,10~14세,1805
삼성2동,15~19세,1863
삼성2동,20~24세,1810
삼성2동,25~29세,3197
삼성2동,30~34세,3669
삼성2동,35~39세,3142
삼성2동,40~44세,2737
삼성2동,45~49세,2290
삼성2동,50~54세,1922
삼성2동,55~59세,1583
삼성2동,60~64세,1262
삼성2동,65~69세,912
삼성2동,70~74세,478
삼성2동,75~79세,246
삼성2동,80~84세,187
삼성2동,85세 이상,129
대치1동,0~4세,356
대치1동,5~9세,1048
대치1동,10~14세,2978
대치1동,15~19세,3090
대치1동,20~24세,1599
대치1동,25~29세,1063
대치1동,30~34세,704
대치1동,35~39세,1038
대치1동,40~44세,2818
대치1동,45~49세,3485
대치1동,50~54세,2173
대치1동,55~59세,1349
대치1동,60~64세,869
대치1동,65~69세,590
대치1동,70~74세,369
대치1동,75~79세,241
대치1동,80~84세,148
대치1동,85세 이상,115
대치4동,0~4세,452
대치4동,5~9세,477
대치4동,10~14세,1050
대치4동,15~19세,2230
대치4동,20~24세,1873
대치4동,25~29세,2747
대치4동,30~34세,2555
대치4동,35~39세,1798
대치4동,40~44세,1789
대치4동,45~49세,2033
대치4동,50~54세,1375
대치4동,55~59세,838
대치4동,60~64세,692
대치4동,65~69세,530
대치4동,70~74세,291
대치4동,75~79세,159
대치4동,80~84세,98
대치4동,85세 이상,80
역삼1동,0~4세,782
역삼1동,5~9세,565
역삼1동,10~14세,652
역삼1동,15~19세,1159
역삼1동,20~24세,3533
역삼1동,25~29세,7204
역삼1동,30~34세,5742
역삼1동,35~39세,3435
역삼1동,40~44세,2071
역삼1동,45~49세,1703
역삼1동,50~54세,1880
역삼1동,55~59세,1502
역삼1동,60~64세,1193
역삼1동,65~69세,841
역삼1동,70~74세,522
역삼1동,75~79세,274
역삼1동,80~84세,145
역삼1동,85세 이상,113
역삼2동,0~4세,1487
역삼2동,5~9세,1376
역삼2동,10~14세,1953
역삼2동,15~19세,2224
역삼2동,20~24세,2033
역삼2동,25~29세,3442
역삼2동,30~34세,3679
역삼2동,35~39세,3225
역삼2동,40~44세,3097
역삼2동,45~49세,2641
역삼2동,50~54세,2141
역삼2동,55~59세,1569
역삼2동,60~64세,1425
역삼2동,65~69세,918
역삼2동,70~74세,532
역삼2동,75~79세,297
역삼2동,80~84세,174
역삼2동,85세 이상,139
도곡1동,0~4세,822
도곡1동,5~9세,764
도곡1동,10~14세,1187
도곡1동,15~19세,1515
도곡1동,20~24세,1527
도곡1동,25~29세,1824
도곡1동,30~34세,1681
도곡1동,35~39세,1464
도곡1동,40~44세,1742
도곡1동,45~49세,1846
도곡1동,50~54세,1837
도곡1동,55~59세,1408
도곡1동,60~64세,986
도곡1동,65~69세,603
도곡1동,70~74세,402
도곡1동,75~79세,267
도곡1동,80~84세,148
도곡1동,85세 이상,110
도곡2동,0~4세,1110
도곡2동,5~9세,1526
도곡2동,10~14세,2375
도곡2동,15~19세,2411
도곡2동,20~24세,1832
도곡2동,25~29세,2086
도곡2동,30~34세,1964
도곡2동,35~39세,2239
도곡2동,40~44세,2966
도곡2동,45~49세,3095
도곡2동,50~54세,2618
도곡2동,55~59세,2198
도곡2동,60~64세,1605
도곡2동,65~69세,982
도곡2동,70~74세,641
도곡2동,75~79세,385
도곡2동,80~84세,239
도곡2동,85세 이상,157
개포1동,0~4세,555
개포1동,5~9세,723
개포1동,10~14세,1464
개포1동,15~19세,1960
개포1동,20~24세,1610
개포1동,25~29세,1669
개포1동,30~34세,1527
개포1동,35~39세,1284
개포1동,40~44세,1802
개포1동,45~49세,2257
개포1동,50~54세,2249
개포1동,55~59세,1580
개포1동,60~64세,1139
개포1동,65~69세,675
개포1동,70~74세,451
개포1동,75~79세,268
개포1동,80~84세,212
개포1동,85세 이상,128
개포4동,0~4세,806
개포4동,5~9세,950
개포4동,10~14세,1700
개포4동,15~19세,1903
개포4동,20~24세,1493
개포4동,25~29세,1927
개포4동,30~34세,1957
개포4동,35~39세,1979
개포4동,40~44세,2168
개포4동,45~49세,2103
개포4동,50~54세,1919
개포4동,55~59세,1322
개포4동,60~64세,898
개포4동,65~69세,586
개포4동,70~74세,373
개포4동,75~79세,222
개포4동,80~84세,150
개포4동,85세 이상,107
일원본동,0~4세,773
일원본동,5~9세,1109
일원본동,10~14세,1741
일원본동,15~19세,1866
일원본동,20~24세,1626
일원본동,25~29세,1703
일원본동,30~34세,1289
일원본동,35~39세,1463
일원본동,40~44세,2107
일원본동,45~49세,2329
일원본동,50~54세,2216
일원본동,55~59세,1444
일원본동,60~64세,717
일원본동,65~69세,447
일원본동,70~74세,292
일원본동,75~79세,280
일원본동,80~84세,210
일원본동,85세 이상,138
일원1동,0~4세,584
일원1동,5~9세,552
일원1동,10~14세,1024
일원1동,15~19세,1323
일원1동,20~24세,1400
일원1동,25~29세,1762
일원1동,30~34세,1433
일원1동,35~39세,1138
일원1동,40~44세,1281
일원1동,45~49세,1582
일원1동,50~54세,1678
일원1동,55~59세,1254
일원1동,60~64세,983
일원1동,65~69세,627
일원1동,70~74세,463
일원1동,75~79세,263
일원1동,80~84세,205
일원1동,85세 이상,168
일원2동,0~4세,630
일원2동,5~9세,690
일원2동,10~14세,1344
일원2동,15~19세,1429
일원2동,20~24세,1100
일원2동,25~29세,1541
일원2동,30~34세,1593
일원2동,35~39세,1360
일원2동,40~44세,1605
일원2동,45~49세,1755
일원2동,50~54세,1614
일원2동,55~59세,1298
일원2동,60~64세,1007
일원2동,65~69세,613
일원2동,70~74세,361
일원2동,75~79세,237
일원2동,80~84세,154
일원2동,85세 이상,113
수서동,0~4세,552
수서동,5~9세,371
수서동,10~14세,414
수서동,15~19세,796
수서동,20~24세,1213
수서동,25~29세,1811
수서동,30~34세,1864
수서동,35~39세,1133
수서동,40~44세,728
수서동,45~49세,1015
수서동,50~54세,1655
수서동,55~59세,1547
수서동,60~64세,1189
수서동,65~69세,785
수서동,70~74세,572
수서동,75~79세,457
수서동,80~84세,328
수서동,85세 이상,291
세곡동,0~4세,115
세곡동,5~9세,151
세곡동,10~14세,195
세곡동,15~19세,269
세곡동,20~24세,239
세곡동,25~29세,334
세곡동,30~34세,271
세곡동,35~39세,278
세곡동,40~44세,275
세곡동,45~49세,293
세곡동,50~54세,380
세곡동,55~59세,390
세곡동,60~64세,307
세곡동,65~69세,258
세곡동,70~74세,186
세곡동,75~79세,106
세곡동,80~84세,49
세곡동,85세 이상,42
압구정동,0~4세,1037
압구정동,5~9세,1175
압구정동,10~14세,1577
압구정동,15~19세,1473
압구정동,20~24세,1469
압구정동,25~29세,1881
압구정동,30~34세,2156
압구정동,35~39세,2243
압구정동,40~44세,2330
압구정동,45~49세,1984
압구정동,50~54세,1898
압구정동,55~59세,1734
압구정동,60~64세,1652
압구정동,65~69세,1244
압구정동,70~74세,813
압구정동,75~79세,489
압구정동,80~84세,305
압구정동,85세 이상,207
청담동,0~4세,1066
청담동,5~9세,1262
청담동,10~14세,1488
청담동,15~19세,1716
청담동,20~24세,1824
청담동,25~29세,2700
청담동,30~34세,2537
청담동,35~39세,2491
청담동,40~44세,2358
청담동,45~49세,2262
청담동,50~54세,2312
청담동,55~59세,1838
청담동,60~64세,1474
청담동,65~69세,1010
청담동,70~74세,588
청담동,75~79세,320
청담동,80~84세,232
청담동,85세 이상,155
대치2동,0~4세,719
대치2동,5~9세,1238
대치2동,10~14세,3592
대치2동,15~19세,5267
대치2동,20~24세,3123
대치2동,25~29세,2609
대치2동,30~34세,1881
대치2동,35~39세,1863
대치2동,40~44세,3822
대치2동,45~49세,5575
대치2동,50~54세,4173
대치2동,55~59세,2599
대치2동,60~64세,1776
대치2동,65~69세,1044
대치2동,70~74세,570
대치2동,75~79세,402
대치2동,80~84세,265
대치2동,85세 이상,200
개포2동,0~4세,1494
개포2동,5~9세,1451
개포2동,10~14세,2354
개포2동,15~19세,3083
개포2동,20~24세,2485
개포2동,25~29세,2823
개포2동,30~34세,3156
개포2동,35~39세,2831
개포2동,40~44세,3121
개포2동,45~49세,3513
개포2동,50~54세,3044
개포2동,55~59세,2002
개포2동,60~64세,1292
개포2동,65~69세,754
개포2동,70~74세,482
개포2동,75~79세,333
개포2동,80~84세,229
개포2동,85세 이상,184
송파구,0~4세,27470
송파구,5~9세,29846
송파구,10~14세,40064
송파구,15~19세,43922
송파구,20~24세,44238
송파구,25~29세,59198
송파구,30~34세,57307
송파구,35~39세,56351
송파구,40~44세,55150
송파구,45~49세,54099
송파구,50~54세,54054
송파구,55~59세,41006
송파구,60~64세,29260
송파구,65~69세,19296
송파구,70~74세,12880
송파구,75~79세,8346
송파구,80~84세,4850
송파구,85세 이상,3395
풍납1동,0~4세,734
풍납1동,5~9세,747
풍납1동,10~14세,967
풍납1동,15~19세,1094
풍납1동,20~24세,1334
풍납1동,25~29세,1852
풍납1동,30~34세,1739
풍납1동,35~39세,1646
풍납1동,40~44세,1444
풍납1동,45~49세,1471
풍납1동,50~54세,1736
풍납1동,55~59세,1218
풍납1동,60~64세,987
풍납1동,65~69세,748
풍납1동,70~74세,488
풍납1동,75~79세,307
풍납1동,80~84세,140
풍납1동,85세 이상,85
풍납2동,0~4세,1280
풍납2동,5~9세,1353
풍납2동,10~14세,1598
풍납2동,15~19세,1701
풍납2동,20~24세,2174
풍납2동,25~29세,3072
풍납2동,30~34세,2699
풍납2동,35~39세,2612
풍납2동,40~44세,2229
풍납2동,45~49세,2022
풍납2동,50~54세,2227
풍납2동,55~59세,1714
풍납2동,60~64세,1255
풍납2동,65~69세,812
풍납2동,70~74세,559
풍납2동,75~79세,343
풍납2동,80~84세,211
풍납2동,85세 이상,130
거여1동,0~4세,655
거여1동,5~9세,802
거여1동,10~14세,1052
거여1동,15~19세,1071
거여1동,20~24세,1098
거여1동,25~29세,1237
거여1동,30~34세,1206
거여1동,35~39세,1452
거여1동,40~44세,1349
거여1동,45~49세,1325
거여1동,50~54세,1207
거여1동,55~59세,849
거여1동,60~64세,677
거여1동,65~69세,481
거여1동,70~74세,336
거여1동,75~79세,200
거여1동,80~84세,98
거여1동,85세 이상,72
거여2동,0~4세,1538
거여2동,5~9세,1584
거여2동,10~14세,1670
거여2동,15~19세,1640
거여2동,20~24세,1436
거여2동,25~29세,2294
거여2동,30~34세,2523
거여2동,35~39세,2739
거여2동,40~44세,2576
거여2동,45~49세,2187
거여2동,50~54세,2095
거여2동,55~59세,1533
거여2동,60~64세,1294
거여2동,65~69세,962
거여2동,70~74세,660
거여2동,75~79세,435
거여2동,80~84세,247
거여2동,85세 이상,139
마천1동,0~4세,745
마천1동,5~9세,837
마천1동,10~14세,955
마천1동,15~19세,1091
마천1동,20~24세,1202
마천1동,25~29세,1480
마천1동,30~34세,1485
마천1동,35~39세,1605
마천1동,40~44세,1391
마천1동,45~49세,1489
마천1동,50~54세,1500
마천1동,55~59세,1208
마천1동,60~64세,1005
마천1동,65~69세,752
마천1동,70~74세,512
마천1동,75~79세,303
마천1동,80~84세,132
마천1동,85세 이상,111
마천2동,0~4세,915
마천2동,5~9세,960
마천2동,10~14세,1315
마천2동,15~19세,1556
마천2동,20~24세,1428
마천2동,25~29세,1737
마천2동,30~34세,1685
마천2동,35~39세,1877
마천2동,40~44세,1930
마천2동,45~49세,1881
마천2동,50~54세,1843
